=================================================================================================================================================
REPOSITORY: FLASK | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
locate_app                   | None               | src/flask/cli.py                    | 241   | 5    | 0    | No   | 0.4035
__init__                     | FlaskGroup         | src/flask/cli.py                    | 563   | 5    | 0    | No   | 0.4035
get_command                  | FlaskGroup         | src/flask/cli.py                    | 609   | 5    | 0    | No   | 0.4035
parse_args                   | FlaskGroup         | src/flask/cli.py                    | 678   | 5    | 0    | No   | 0.4035
github_link                  | None               | docs/conf.py                        | 72    | 5    | 0    | No   | 0.4035
_iter_loaders                | DispatchingJinj... | src/flask/templating.py             | 98    | 4    | 0    | No   | 0.3860
on_json_loading_failed       | Request            | src/flask/wrappers.py               | 212   | 4    | 0    | No   | 0.3860
_merge_blueprint_funcs       | Blueprint          | src/flask/sansio/blueprints.py      | 379   | 4    | 0    | No   | 0.3860
_get_source_fast             | DispatchingJinj... | src/flask/templating.py             | 88    | 3    | 0    | No   | 0.3684
_make_timedelta              | None               | src/flask/app.py                    | 74    | 3    | 0    | No   | 0.3684
remove_ctx                   | None               | src/flask/app.py                    | 86    | 3    | 0    | No   | 0.3684
add_ctx                      | None               | src/flask/app.py                    | 98    | 3    | 0    | No   | 0.3684
get_signing_serializer       | SecureCookieSes... | src/flask/sessions.py               | 303   | 3    | 0    | No   | 0.3684
get_version                  | None               | src/flask/cli.py                    | 267   | 3    | 0    | No   | 0.3684
_set_debug                   | None               | src/flask/cli.py                    | 468   | 3    | 0    | No   | 0.3684
list_commands                | FlaskGroup         | src/flask/cli.py                    | 636   | 3    | 0    | No   | 0.3684
make_context                 | FlaskGroup         | src/flask/cli.py                    | 657   | 3    | 0    | No   | 0.3684
__getitem__                  | newcls             | src/flask/debughelpers.py           | 91    | 3    | 0    | No   | 0.3684
generator                    | None               | src/flask/helpers.py                | 126   | 3    | 0    | No   | 0.3684
__init__                     | BlueprintSetupS... | src/flask/sansio/blueprints.py      | 41    | 3    | 0    | No   | 0.3684
_make_timedelta              | None               | src/flask/sansio/app.py             | 52    | 3    | 0    | No   | 0.3684
__init__                     | App                | src/flask/sansio/app.py             | 279   | 3    | 0    | No   | 0.3684
check                        | TagDict            | src/flask/json/tag.py               | 103   | 3    | 0    | No   | 0.3684
_untag_scan                  | TaggedJSONSeria... | src/flask/json/tag.py               | 309   | 3    | 0    | No   | 0.3684
process                      | None               | ...les/celery/src/task_app/tasks.py | 18    | 2    | 0    | No   | 0.3509
wrapped_view                 | None               | examples/tutorial/flaskr/auth.py    | 23    | 2    | 0    | No   | 0.3509
__getattr__                  | None               | src/flask/globals.py                | 65    | 2    | 0    | No   | 0.3509
get_source                   | DispatchingJinj... | src/flask/templating.py             | 57    | 2    | 0    | No   | 0.3509
__getattr__                  | _AppCtxGlobals     | src/flask/ctx.py                    | 53    | 2    | 0    | No   | 0.3509
__delattr__                  | _AppCtxGlobals     | src/flask/ctx.py                    | 62    | 2    | 0    | No   | 0.3509
__getattr__                  | None               | src/flask/ctx.py                    | 528   | 2    | 0    | No   | 0.3509
__init__                     | Flask              | src/flask/app.py                    | 311   | 2    | 0    | No   | 0.3509
decorator                    | None               | src/flask/cli.py                    | 395   | 2    | 0    | No   | 0.3509
decorator                    | AppGroup           | src/flask/cli.py                    | 422   | 2    | 0    | No   | 0.3509
_set_app                     | None               | src/flask/cli.py                    | 440   | 2    | 0    | No   | 0.3509
__init__                     | DebugFilesKeyError | src/flask/debughelpers.py           | 28    | 2    | 0    | No   | 0.3509
__init__                     | FormDataRouting... | src/flask/debughelpers.py           | 57    | 2    | 0    | No   | 0.3509
_prepare_send_file_kwargs    | None               | src/flask/helpers.py                | 402   | 2    | 0    | No   | 0.3509
_split_blueprint_path        | None               | src/flask/helpers.py                | 645   | 2    | 0    | No   | 0.3509
__exit__                     | _CollectErrors     | src/flask/helpers.py                | 665   | 2    | 0    | No   | 0.3509
_get_werkzeug_version        | None               | src/flask/testing.py                | 100   | 2    | 0    | No   | 0.3509
_copy_environ                | FlaskClient        | src/flask/testing.py                | 185   | 2    | 0    | No   | 0.3509
__enter__                    | FlaskClient        | src/flask/testing.py                | 249   | 2    | 0    | No   | 0.3509
_check_setup_finished        | Blueprint          | src/flask/sansio/blueprints.py      | 213   | 2    | 0    | No   | 0.3509
extend                       | Blueprint          | src/flask/sansio/blueprints.py      | 380   | 2    | 0    | No   | 0.3509
__init__                     | Scaffold           | src/flask/sansio/scaffold.py        | 75    | 2    | 0    | No   | 0.3509
static_folder                | Scaffold           | src/flask/sansio/scaffold.py        | 234   | 2    | 0    | No   | 0.3509
static_url_path              | Scaffold           | src/flask/sansio/scaffold.py        | 265   | 2    | 0    | No   | 0.3509
_method_route                | Scaffold           | src/flask/sansio/scaffold.py        | 284   | 2    | 0    | No   | 0.3509
_check_setup_finished        | App                | src/flask/sansio/app.py             | 410   | 2    | 0    | No   | 0.3509
debug                        | App                | src/flask/sansio/app.py             | 563   | 2    | 0    | No   | 0.3509
__init__                     | TaggedJSONSeria... | src/flask/json/tag.py               | 249   | 2    | 0    | No   | 0.3509
load_app                     | ScriptInfo         | src/flask/cli.py                    | 333   | 8    | 2    | Yes  | 0.3503
run                          | Flask              | src/flask/app.py                    | 633   | 12   | 1    | Yes  | 0.3365
create_app                   | None               | .../celery/src/task_app/__init__.py | 7     | 1    | 0    | No   | 0.3333
celery_init_app              | None               | .../celery/src/task_app/__init__.py | 29    | 1    | 0    | No   | 0.3333
__call__                     | FlaskTask          | .../celery/src/task_app/__init__.py | 31    | 1    | 0    | No   | 0.3333
result                       | None               | ...les/celery/src/task_app/views.py | 11    | 1    | 0    | No   | 0.3333
add                          | None               | ...les/celery/src/task_app/views.py | 22    | 1    | 0    | No   | 0.3333
block                        | None               | ...les/celery/src/task_app/views.py | 30    | 1    | 0    | No   | 0.3333
process                      | None               | ...les/celery/src/task_app/views.py | 36    | 1    | 0    | No   | 0.3333
add                          | None               | ...les/celery/src/task_app/tasks.py | 8     | 1    | 0    | No   | 0.3333
block                        | None               | ...les/celery/src/task_app/tasks.py | 13    | 1    | 0    | No   | 0.3333
hello                        | None               | ...ples/tutorial/flaskr/__init__.py | 27    | 1    | 0    | No   | 0.3333
add                          | None               | ...s/javascript/js_example/views.py | 15    | 1    | 0    | No   | 0.3333
max_content_length           | Request            | src/flask/wrappers.py               | 89    | 1    | 0    | No   | 0.3333
max_form_memory_size         | Request            | src/flask/wrappers.py               | 116   | 1    | 0    | No   | 0.3333
max_form_parts               | Request            | src/flask/wrappers.py               | 143   | 1    | 0    | No   | 0.3333
__init__                     | ConfigAttribute    | src/flask/config.py                 | 23    | 1    | 0    | No   | 0.3333
__get__                      | ConfigAttribute    | src/flask/config.py                 | 30    | 1    | 0    | No   | 0.3333
__get__                      | ConfigAttribute    | src/flask/config.py                 | 33    | 1    | 0    | No   | 0.3333
__repr__                     | Config             | src/flask/config.py                 | 366   | 1    | 0    | No   | 0.3333
__setattr__                  | _AppCtxGlobals     | src/flask/ctx.py                    | 59    | 1    | 0    | No   | 0.3333
__contains__                 | _AppCtxGlobals     | src/flask/ctx.py                    | 105   | 1    | 0    | No   | 0.3333
__iter__                     | _AppCtxGlobals     | src/flask/ctx.py                    | 108   | 1    | 0    | No   | 0.3333
wrapper                      | None               | src/flask/ctx.py                    | 201   | 1    | 0    | No   | 0.3333
__exit__                     | AppContext         | src/flask/ctx.py                    | 510   | 1    | 0    | No   | 0.3333
permanent                    | SessionMixin       | src/flask/sessions.py               | 33    | 1    | 0    | No   | 0.3333
__init__                     | SecureCookieSes... | src/flask/sessions.py               | 73    | 1    | 0    | No   | 0.3333
on_update                    | SecureCookieSes... | src/flask/sessions.py               | 77    | 1    | 0    | No   | 0.3333
_fail                        | NullSession        | src/flask/sessions.py               | 89    | 1    | 0    | No   | 0.3333
locate_app                   | None               | src/flask/cli.py                    | 230   | 1    | 0    | No   | 0.3333
locate_app                   | None               | src/flask/cli.py                    | 236   | 1    | 0    | No   | 0.3333
__init__                     | CertParamType      | src/flask/cli.py                    | 788   | 1    | 0    | No   | 0.3333
convert                      | SeparatedPathType  | src/flask/cli.py                    | 873   | 1    | 0    | No   | 0.3333
__str__                      | DebugFilesKeyError | src/flask/debughelpers.py           | 46    | 1    | 0    | No   | 0.3333
stream_with_context          | None               | src/flask/helpers.py                | 52    | 1    | 0    | No   | 0.3333
stream_with_context          | None               | src/flask/helpers.py                | 58    | 1    | 0    | No   | 0.3333
decorator                    | None               | src/flask/helpers.py                | 120   | 1    | 0    | No   | 0.3333
__init__                     | _CollectErrors     | src/flask/helpers.py                | 659   | 1    | 0    | No   | 0.3333
__enter__                    | _CollectErrors     | src/flask/helpers.py                | 662   | 1    | 0    | No   | 0.3333
__init__                     | FlaskClient        | src/flask/testing.py                | 125   | 1    | 0    | No   | 0.3333
_request_from_builder_args   | FlaskClient        | src/flask/testing.py                | 193   | 1    | 0    | No   | 0.3333
__exit__                     | FlaskClient        | src/flask/testing.py                | 255   | 1    | 0    | No   | 0.3333
__init__                     | FlaskCliRunner     | src/flask/testing.py                | 271   | 1    | 0    | No   | 0.3333
register                     | Blueprint          | src/flask/sansio/blueprints.py      | 273   | 20   | 0    | Yes  | 0.3333
app_template_filter          | Blueprint          | src/flask/sansio/blueprints.py      | 444   | 1    | 0    | No   | 0.3333
app_template_filter          | Blueprint          | src/flask/sansio/blueprints.py      | 446   | 1    | 0    | No   | 0.3333
decorator                    | Blueprint          | src/flask/sansio/blueprints.py      | 469   | 1    | 0    | No   | 0.3333
app_template_test            | Blueprint          | src/flask/sansio/blueprints.py      | 500   | 1    | 0    | No   | 0.3333
app_template_global          | Blueprint          | src/flask/sansio/blueprints.py      | 556   | 1    | 0    | No   | 0.3333
app_template_global          | Blueprint          | src/flask/sansio/blueprints.py      | 558   | 1    | 0    | No   | 0.3333
decorator                    | Blueprint          | src/flask/sansio/blueprints.py      | 583   | 1    | 0    | No   | 0.3333
setupmethod                  | None               | src/flask/sansio/scaffold.py        | 42    | 1    | 0    | No   | 0.3333
wrapper_func                 | None               | src/flask/sansio/scaffold.py        | 45    | 1    | 0    | No   | 0.3333
__repr__                     | Scaffold           | src/flask/sansio/scaffold.py        | 217   | 1    | 0    | No   | 0.3333
_check_setup_finished        | Scaffold           | src/flask/sansio/scaffold.py        | 220   | 1    | 0    | No   | 0.3333
create_jinja_environment     | App                | src/flask/sansio/app.py             | 476   | 1    | 0    | No   | 0.3333
template_filter              | App                | src/flask/sansio/app.py             | 664   | 1    | 0    | No   | 0.3333
template_filter              | App                | src/flask/sansio/app.py             | 666   | 1    | 0    | No   | 0.3333
decorator                    | App                | src/flask/sansio/app.py             | 692   | 1    | 0    | No   | 0.3333
template_test                | App                | src/flask/sansio/app.py             | 714   | 1    | 0    | No   | 0.3333
template_test                | App                | src/flask/sansio/app.py             | 716   | 1    | 0    | No   | 0.3333
decorator                    | App                | src/flask/sansio/app.py             | 749   | 1    | 0    | No   | 0.3333
template_global              | App                | src/flask/sansio/app.py             | 773   | 1    | 0    | No   | 0.3333
template_global              | App                | src/flask/sansio/app.py             | 775   | 1    | 0    | No   | 0.3333
decorator                    | App                | src/flask/sansio/app.py             | 803   | 1    | 0    | No   | 0.3333
to_json                      | TagDict            | src/flask/json/tag.py               | 110   | 1    | 0    | No   | 0.3333
to_python                    | TagDict            | src/flask/json/tag.py               | 114   | 1    | 0    | No   | 0.3333
check                        | PassDict           | src/flask/json/tag.py               | 122   | 1    | 0    | No   | 0.3333
to_json                      | PassDict           | src/flask/json/tag.py               | 125   | 1    | 0    | No   | 0.3333
check                        | TagTuple           | src/flask/json/tag.py               | 137   | 1    | 0    | No   | 0.3333
to_json                      | TagTuple           | src/flask/json/tag.py               | 140   | 1    | 0    | No   | 0.3333
to_python                    | TagTuple           | src/flask/json/tag.py               | 143   | 1    | 0    | No   | 0.3333
check                        | PassList           | src/flask/json/tag.py               | 150   | 1    | 0    | No   | 0.3333
to_json                      | PassList           | src/flask/json/tag.py               | 153   | 1    | 0    | No   | 0.3333
check                        | TagBytes           | src/flask/json/tag.py               | 163   | 1    | 0    | No   | 0.3333
to_json                      | TagBytes           | src/flask/json/tag.py               | 166   | 1    | 0    | No   | 0.3333
to_python                    | TagBytes           | src/flask/json/tag.py               | 169   | 1    | 0    | No   | 0.3333
check                        | TagMarkup          | src/flask/json/tag.py               | 181   | 1    | 0    | No   | 0.3333
to_json                      | TagMarkup          | src/flask/json/tag.py               | 184   | 1    | 0    | No   | 0.3333
to_python                    | TagMarkup          | src/flask/json/tag.py               | 187   | 1    | 0    | No   | 0.3333
check                        | TagUUID            | src/flask/json/tag.py               | 195   | 1    | 0    | No   | 0.3333
to_json                      | TagUUID            | src/flask/json/tag.py               | 198   | 1    | 0    | No   | 0.3333
to_python                    | TagUUID            | src/flask/json/tag.py               | 201   | 1    | 0    | No   | 0.3333
check                        | TagDateTime        | src/flask/json/tag.py               | 209   | 1    | 0    | No   | 0.3333
to_json                      | TagDateTime        | src/flask/json/tag.py               | 212   | 1    | 0    | No   | 0.3333
to_python                    | TagDateTime        | src/flask/json/tag.py               | 215   | 1    | 0    | No   | 0.3333
__init__                     | JSONProvider       | src/flask/json/provider.py          | 38    | 1    | 0    | No   | 0.3333
setup                        | None               | docs/conf.py                        | 100   | 1    | 0    | No   | 0.3333
process_response             | Flask              | src/flask/app.py                    | 1397  | 6    | 2    | Yes  | 0.3153
match_request                | AppContext         | src/flask/ctx.py                    | 405   | 2    | 3    | Yes  | 0.3047
preprocess_request           | Flask              | src/flask/app.py                    | 1369  | 8    | 1    | Yes  | 0.2664
make_response                | Flask              | src/flask/app.py                    | 1227  | 16   | 0    | Yes  | 0.2632
from_prefixed_env            | Config             | src/flask/config.py                 | 126   | 7    | 1    | Yes  | 0.2488
handle_user_exception        | Flask              | src/flask/app.py                    | 868   | 7    | 1    | Yes  | 0.2488
wsgi_app                     | Flask              | src/flask/app.py                    | 1569  | 7    | 1    | Yes  | 0.2488
_default_template_ctx_pro... | None               | src/flask/templating.py             | 21    | 2    | 2    | Yes  | 0.2451
_find_error_handler          | App                | src/flask/sansio/app.py             | 868   | 6    | 1    | Yes  | 0.2313
app_context                  | Flask              | src/flask/app.py                    | 1484  | 1    | 2    | Yes  | 0.2275
run_command                  | None               | src/flask/cli.py                    | 935   | 5    | 1    | Yes  | 0.2137
url_for                      | Flask              | src/flask/app.py                    | 1105  | 13   | 0    | Yes  | 0.2105
load_dotenv                  | None               | src/flask/cli.py                    | 698   | 13   | 0    | Yes  | 0.2105
explain_template_loading_... | None               | src/flask/debughelpers.py           | 124   | 13   | 0    | Yes  | 0.2105
_get_session                 | AppContext         | src/flask/ctx.py                    | 381   | 4    | 1    | Yes  | 0.1962
handle_http_exception        | Flask              | src/flask/app.py                    | 833   | 4    | 1    | Yes  | 0.1962
dispatch_request             | Flask              | src/flask/app.py                    | 969   | 4    | 1    | Yes  | 0.1962
do_teardown_request          | Flask              | src/flask/app.py                    | 1423  | 4    | 1    | Yes  | 0.1962
from_envvar                  | Config             | src/flask/config.py                 | 102   | 3    | 1    | Yes  | 0.1786
__init__                     | AppContext         | src/flask/ctx.py                    | 300   | 3    | 1    | Yes  | 0.1786
finalize_request             | Flask              | src/flask/app.py                    | 1024  | 3    | 1    | Yes  | 0.1786
find_app_by_string           | None               | src/flask/cli.py                    | 120   | 11   | 0    | Yes  | 0.1754
load_logged_in_user          | None               | examples/tutorial/flaskr/auth.py    | 33    | 2    | 1    | Yes  | 0.1611
copy_current_request_context | None               | src/flask/ctx.py                    | 154   | 2    | 1    | Yes  | 0.1611
has_request_context          | None               | src/flask/ctx.py                    | 209   | 2    | 1    | Yes  | 0.1611
request                      | AppContext         | src/flask/ctx.py                    | 371   | 2    | 1    | Yes  | 0.1611
make_shell_context           | Flask              | src/flask/app.py                    | 621   | 2    | 1    | Yes  | 0.1611
get_load_dotenv              | None               | src/flask/helpers.py                | 36    | 2    | 1    | Yes  | 0.1611
make_config                  | App                | src/flask/sansio/app.py             | 479   | 2    | 1    | Yes  | 0.1611
find_best_app                | None               | src/flask/cli.py                    | 41    | 10   | 0    | Yes  | 0.1579
init_app                     | None               | examples/tutorial/flaskr/db.py      | 51    | 1    | 1    | Yes  | 0.1436
render_template              | None               | src/flask/templating.py             | 136   | 1    | 1    | Yes  | 0.1436
render_template_string       | None               | src/flask/templating.py             | 151   | 1    | 1    | Yes  | 0.1436
stream_template              | None               | src/flask/templating.py             | 181   | 1    | 1    | Yes  | 0.1436
stream_template_string       | None               | src/flask/templating.py             | 200   | 1    | 1    | Yes  | 0.1436
dispatch_request             | View               | src/flask/views.py                  | 78    | 1    | 1    | Yes  | 0.1436
has_app_context              | None               | src/flask/ctx.py                    | 235   | 1    | 1    | Yes  | 0.1436
has_request                  | AppContext         | src/flask/ctx.py                    | 351   | 1    | 1    | Yes  | 0.1436
session                      | AppContext         | src/flask/ctx.py                    | 396   | 1    | 1    | Yes  | 0.1436
request_context              | Flask              | src/flask/app.py                    | 1504  | 1    | 1    | Yes  | 0.1436
__call__                     | Flask              | src/flask/app.py                    | 1621  | 1    | 1    | Yes  | 0.1436
open_session                 | SessionInterface   | src/flask/sessions.py               | 249   | 1    | 1    | Yes  | 0.1436
save_session                 | SessionInterface   | src/flask/sessions.py               | 263   | 1    | 1    | Yes  | 0.1436
before_app_request           | Blueprint          | src/flask/sansio/blueprints.py      | 614   | 1    | 1    | Yes  | 0.1436
app_errorhandler             | Blueprint          | src/flask/sansio/blueprints.py      | 656   | 1    | 1    | Yes  | 0.1436
before_request               | Scaffold           | src/flask/sansio/scaffold.py        | 468   | 1    | 1    | Yes  | 0.1436
after_request                | Scaffold           | src/flask/sansio/scaffold.py        | 495   | 1    | 1    | Yes  | 0.1436
errorhandler                 | Scaffold           | src/flask/sansio/scaffold.py        | 606   | 1    | 1    | Yes  | 0.1436
register_error_handler       | Scaffold           | src/flask/sansio/scaffold.py        | 650   | 1    | 1    | Yes  | 0.1436
debug                        | App                | src/flask/sansio/app.py             | 550   | 1    | 1    | Yes  | 0.1436
_validate_key                | None               | src/flask/cli.py                    | 828   | 9    | 0    | Yes  | 0.1404
routes_command               | None               | src/flask/cli.py                    | 1061  | 9    | 0    | Yes  | 0.1404
get_root_path                | None               | src/flask/helpers.py                | 587   | 9    | 0    | Yes  | 0.1404
_find_package_path           | None               | src/flask/sansio/scaffold.py        | 717   | 8    | 0    | Yes  | 0.1228
pop                          | AppContext         | src/flask/ctx.py                    | 446   | 7    | 0    | Yes  | 0.1053
create_url_adapter           | Flask              | src/flask/app.py                    | 510   | 7    | 0    | Yes  | 0.1053
register                     | None               | examples/tutorial/flaskr/auth.py    | 47    | 6    | 0    | Yes  | 0.0877
handle_exception             | Flask              | src/flask/app.py                    | 900   | 6    | 0    | Yes  | 0.0877
prepare_import               | None               | src/flask/cli.py                    | 200   | 6    | 0    | Yes  | 0.0877
add_url_rule                 | Blueprint          | src/flask/sansio/blueprints.py      | 413   | 6    | 0    | Yes  | 0.0877
_get_exc_class_and_code      | Scaffold           | src/flask/sansio/scaffold.py        | 665   | 6    | 0    | Yes  | 0.0877
trap_http_exception          | App                | src/flask/sansio/app.py             | 893   | 6    | 0    | Yes  | 0.0877
login                        | None               | examples/tutorial/flaskr/auth.py    | 85    | 5    | 0    | Yes  | 0.0702
get_namespace                | Config             | src/flask/config.py                 | 323   | 5    | 0    | Yes  | 0.0702
raise_routing_exception      | Flask              | src/flask/app.py                    | 563   | 5    | 0    | Yes  | 0.0702
update_template_context      | Flask              | src/flask/app.py                    | 591   | 5    | 0    | Yes  | 0.0702
shell_command                | None               | src/flask/cli.py                    | 1001  | 5    | 0    | Yes  | 0.0702
session_transaction          | FlaskClient        | src/flask/testing.py                | 136   | 5    | 0    | Yes  | 0.0702
add_url_rule                 | BlueprintSetupS... | src/flask/sansio/blueprints.py      | 87    | 5    | 0    | Yes  | 0.0702
find_package                 | None               | src/flask/sansio/scaffold.py        | 762   | 5    | 0    | Yes  | 0.0702
inject_url_defaults          | App                | src/flask/sansio/app.py             | 960   | 5    | 0    | Yes  | 0.0702
handle_url_build_error       | App                | src/flask/sansio/app.py             | 981   | 5    | 0    | Yes  | 0.0702
register                     | TaggedJSONSeria... | src/flask/json/tag.py               | 256   | 5    | 0    | Yes  | 0.0702
get_post                     | None               | examples/tutorial/flaskr/blog.py    | 28    | 4    | 0    | Yes  | 0.0526
create                       | None               | examples/tutorial/flaskr/blog.py    | 62    | 4    | 0    | Yes  | 0.0526
update                       | None               | examples/tutorial/flaskr/blog.py    | 88    | 4    | 0    | Yes  | 0.0526
has_level_handler            | None               | src/flask/logging.py                | 31    | 4    | 0    | Yes  | 0.0526
create_logger                | None               | src/flask/logging.py                | 58    | 4    | 0    | Yes  | 0.0526
from_pyfile                  | Config             | src/flask/config.py                 | 187   | 4    | 0    | Yes  | 0.0526
from_object                  | Config             | src/flask/config.py                 | 218   | 4    | 0    | Yes  | 0.0526
from_file                    | Config             | src/flask/config.py                 | 256   | 4    | 0    | Yes  | 0.0526
from_mapping                 | Config             | src/flask/config.py                 | 304   | 4    | 0    | Yes  | 0.0526
as_view                      | View               | src/flask/views.py                  | 86    | 4    | 0    | Yes  | 0.0526
push                         | AppContext         | src/flask/ctx.py                    | 416   | 4    | 0    | Yes  | 0.0526
create_jinja_environment     | Flask              | src/flask/app.py                    | 470   | 4    | 0    | Yes  | 0.0526
show_server_banner           | None               | src/flask/cli.py                    | 766   | 4    | 0    | Yes  | 0.0526
stream_with_context          | None               | src/flask/helpers.py                | 63    | 4    | 0    | Yes  | 0.0526
get_flashed_messages         | None               | src/flask/helpers.py                | 360   | 4    | 0    | Yes  | 0.0526
response                     | DefaultJSONProv... | src/flask/json/provider.py          | 189   | 4    | 0    | Yes  | 0.0526
get_send_file_max_age        | Blueprint          | src/flask/blueprints.py             | 55    | 3    | 0    | Yes  | 0.0351
open_resource                | Blueprint          | src/flask/blueprints.py             | 104   | 3    | 0    | Yes  | 0.0351
max_content_length           | Request            | src/flask/wrappers.py               | 60    | 3    | 0    | Yes  | 0.0351
max_form_memory_size         | Request            | src/flask/wrappers.py               | 93    | 3    | 0    | Yes  | 0.0351
max_form_parts               | Request            | src/flask/wrappers.py               | 120   | 3    | 0    | Yes  | 0.0351
blueprint                    | Request            | src/flask/wrappers.py               | 162   | 3    | 0    | Yes  | 0.0351
after_this_request           | None               | src/flask/ctx.py                    | 118   | 3    | 0    | Yes  | 0.0351
get_send_file_max_age        | Flask              | src/flask/app.py                    | 366   | 3    | 0    | Yes  | 0.0351
open_resource                | Flask              | src/flask/app.py                    | 415   | 3    | 0    | Yes  | 0.0351
