=================================================================================================================================================
REPOSITORY: HTTPX | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
cookies                      | BaseClient         | httpx/_client.py                    | 326   | 1    | 1    | No   | 0.5000
_init_proxy_transport        | Client             | httpx/_client.py                    | 740   | 1    | 1    | No   | 0.5000
_init_proxy_transport        | AsyncClient        | httpx/_client.py                    | 1454  | 1    | 1    | No   | 0.5000
auth_flow                    | FunctionAuth       | httpx/_auth.py                      | 122   | 1    | 1    | No   | 0.5000
__iter__                     | ByteStream         | httpx/_content.py                   | 35    | 1    | 1    | No   | 0.5000
__aiter__                    | ByteStream         | httpx/_content.py                   | 38    | 1    | 1    | No   | 0.5000
encode_json                  | None               | httpx/_content.py                   | 176   | 1    | 1    | No   | 0.5000
raw_auth                     | Proxy              | httpx/_config.py                    | 227   | 1    | 1    | No   | 0.5000
__aiter__                    | ASGIResponseStream | httpx/_transports/asgi.py           | 59    | 1    | 1    | No   | 0.5000
handle_request               | HTTPTransport      | httpx/_transports/default.py        | 230   | 1    | 1    | No   | 0.5000
close                        | HTTPTransport      | httpx/_transports/default.py        | 261   | 1    | 1    | No   | 0.5000
handle_async_request         | AsyncHTTPTransport | httpx/_transports/default.py        | 374   | 1    | 1    | No   | 0.5000
aclose                       | AsyncHTTPTransport | httpx/_transports/default.py        | 405   | 1    | 1    | No   | 0.5000
trace                        | None               | httpx/_main.py                      | 212   | 14   | 0    | No   | 0.4571
handle_async_request         | ASGITransport      | httpx/_transports/asgi.py           | 99    | 12   | 0    | No   | 0.4381
create_ssl_context           | None               | httpx/_config.py                    | 23    | 11   | 0    | No   | 0.4286
_prepare                     | Request            | httpx/_models.py                    | 441   | 9    | 0    | No   | 0.4095
__init__                     | FileField          | httpx/_multipart.py                 | 122   | 9    | 0    | No   | 0.4095
decode                       | LineDecoder        | httpx/_decoders.py                  | 333   | 8    | 0    | No   | 0.4000
matches                      | URLPattern         | httpx/_utils.py                     | 192   | 8    | 0    | No   | 0.4000
format_certificate           | None               | httpx/_main.py                      | 194   | 8    | 0    | No   | 0.4000
__init__                     | Timeout            | httpx/_config.py                    | 86    | 8    | 0    | No   | 0.4000
handle_request               | WSGITransport      | httpx/_transports/wsgi.py           | 91    | 8    | 0    | No   | 0.4000
map_httpcore_exceptions      | None               | httpx/_transports/default.py        | 96    | 8    | 0    | No   | 0.4000
__init__                     | QueryParams        | httpx/_urls.py                      | 425   | 7    | 0    | No   | 0.3905
__init__                     | URLPattern         | httpx/_utils.py                     | 162   | 7    | 0    | No   | 0.3905
__init__                     | Headers            | httpx/_models.py                    | 144   | 6    | 0    | No   | 0.3810
__iter__                     | IteratorByteStream | httpx/_content.py                   | 50    | 6    | 0    | No   | 0.3810
__aiter__                    | AsyncIteratorBy... | httpx/_content.py                   | 75    | 6    | 0    | No   | 0.3810
encode_content               | None               | httpx/_content.py                   | 107   | 6    | 0    | No   | 0.3810
get_multipart_boundary_fr... | None               | httpx/_multipart.py                 | 56    | 6    | 0    | No   | 0.3810
__init__                     | Client             | httpx/_client.py                    | 639   | 5    | 0    | No   | 0.3714
__init__                     | AsyncClient        | httpx/_client.py                    | 1353  | 5    | 0    | No   | 0.3714
normalize_port               | None               | httpx/_urlparse.py                  | 395   | 5    | 0    | No   | 0.3714
_build_auth_header           | DigestAuth         | httpx/_auth.py                      | 255   | 5    | 0    | No   | 0.3714
__eq__                       | Timeout            | httpx/_config.py                    | 140   | 5    | 0    | No   | 0.3714
render_data                  | FileField          | httpx/_multipart.py                 | 203   | 5    | 0    | No   | 0.3714
_iter_fields                 | MultipartStream    | httpx/_multipart.py                 | 244   | 5    | 0    | No   | 0.3714
__init__                     | Request            | httpx/_models.py                    | 383   | 4    | 0    | No   | 0.3619
_prepare                     | Response           | httpx/_models.py                    | 571   | 4    | 0    | No   | 0.3619
iter_lines                   | Response           | httpx/_models.py                    | 926   | 4    | 0    | No   | 0.3619
aiter_lines                  | Response           | httpx/_models.py                    | 1028  | 4    | 0    | No   | 0.3619
__enter__                    | Client             | httpx/_client.py                    | 1275  | 4    | 0    | No   | 0.3619
__aenter__                   | AsyncClient        | httpx/_client.py                    | 1990  | 4    | 0    | No   | 0.3619
flush                        | BrotliDecoder      | httpx/_decoders.py                  | 145   | 4    | 0    | No   | 0.3619
decode                       | ZStandardDecoder   | httpx/_decoders.py                  | 180   | 4    | 0    | No   | 0.3619
decode                       | ByteChunker        | httpx/_decoders.py                  | 237   | 4    | 0    | No   | 0.3619
decode                       | TextChunker        | httpx/_decoders.py                  | 276   | 4    | 0    | No   | 0.3619
_resolve_qop                 | DigestAuth         | httpx/_auth.py                      | 329   | 4    | 0    | No   | 0.3619
__eq__                       | Limits             | httpx/_config.py                    | 184   | 4    | 0    | No   | 0.3619
__init__                     | DataField          | httpx/_multipart.py                 | 75    | 4    | 0    | No   | 0.3619
render_headers               | FileField          | httpx/_multipart.py                 | 186   | 4    | 0    | No   | 0.3619
_obfuscate_sensitive_headers | None               | httpx/_models.py                    | 130   | 3    | 0    | No   | 0.3524
values                       | Headers            | httpx/_models.py                    | 205   | 3    | 0    | No   | 0.3524
update                       | Headers            | httpx/_models.py                    | 274   | 3    | 0    | No   | 0.3524
__repr__                     | Headers            | httpx/_models.py                    | 366   | 3    | 0    | No   | 0.3524
__exit__                     | Client             | httpx/_client.py                    | 1293  | 3    | 0    | No   | 0.3524
__aexit__                    | AsyncClient        | httpx/_client.py                    | 2008  | 3    | 0    | No   | 0.3524
decode                       | DeflateDecoder     | httpx/_decoders.py                  | 67    | 3    | 0    | No   | 0.3524
__init__                     | BrotliDecoder      | httpx/_decoders.py                  | 118   | 3    | 0    | No   | 0.3524
decode                       | BrotliDecoder      | httpx/_decoders.py                  | 136   | 3    | 0    | No   | 0.3524
flush                        | ZStandardDecoder   | httpx/_decoders.py                  | 194   | 3    | 0    | No   | 0.3524
flush                        | LineDecoder        | httpx/_decoders.py                  | 371   | 3    | 0    | No   | 0.3524
_get_header_value            | DigestAuth         | httpx/_auth.py                      | 311   | 3    | 0    | No   | 0.3524
encode_urlencoded_data       | None               | httpx/_content.py                   | 136   | 3    | 0    | No   | 0.3524
get_lexer_for_response       | None               | httpx/_main.py                      | 103   | 3    | 0    | No   | 0.3524
download_response            | None               | httpx/_main.py                      | 251   | 3    | 0    | No   | 0.3524
validate_json                | None               | httpx/_main.py                      | 273   | 3    | 0    | No   | 0.3524
validate_auth                | None               | httpx/_main.py                      | 287   | 3    | 0    | No   | 0.3524
handle_help                  | None               | httpx/_main.py                      | 301   | 3    | 0    | No   | 0.3524
get_length                   | FileField          | httpx/_multipart.py                 | 171   | 3    | 0    | No   | 0.3524
_skip_leading_empty_chunks   | None               | httpx/_transports/wsgi.py           | 22    | 3    | 0    | No   | 0.3524
is_running_trio              | None               | httpx/_transports/asgi.py           | 29    | 3    | 0    | No   | 0.3524
receive                      | ASGITransport      | httpx/_transports/asgi.py           | 134   | 3    | 0    | No   | 0.3524
__eq__                       | Headers            | httpx/_models.py                    | 356   | 2    | 0    | No   | 0.3429
__setstate__                 | Request            | httpx/_models.py                    | 508   | 2    | 0    | No   | 0.3429
http_version                 | Response           | httpx/_models.py                    | 611   | 2    | 0    | No   | 0.3429
reason_phrase                | Response           | httpx/_models.py                    | 620   | 2    | 0    | No   | 0.3429
__setstate__                 | Response           | httpx/_models.py                    | 869   | 2    | 0    | No   | 0.3429
__getitem__                  | Cookies            | httpx/_models.py                    | 1213  | 2    | 0    | No   | 0.3429
__bool__                     | Cookies            | httpx/_models.py                    | 1228  | 2    | 0    | No   | 0.3429
info                         | _CookieCompatRe... | httpx/_models.py                    | 1270  | 2    | 0    | No   | 0.3429
_port_or_default             | None               | httpx/_client.py                    | 77    | 2    | 0    | No   | 0.3429
__iter__                     | BoundSyncStream    | httpx/_client.py                    | 152   | 2    | 0    | No   | 0.3429
__aiter__                    | BoundAsyncStream   | httpx/_client.py                    | 175   | 2    | 0    | No   | 0.3429
_enforce_trailing_slash      | BaseClient         | httpx/_client.py                    | 234   | 2    | 0    | No   | 0.3429
_init_transport              | Client             | httpx/_client.py                    | 718   | 2    | 0    | No   | 0.3429
_init_transport              | AsyncClient        | httpx/_client.py                    | 1432  | 2    | 0    | No   | 0.3429
flush                        | DeflateDecoder     | httpx/_decoders.py                  | 78    | 2    | 0    | No   | 0.3429
decode                       | GZipDecoder        | httpx/_decoders.py                  | 95    | 2    | 0    | No   | 0.3429
flush                        | GZipDecoder        | httpx/_decoders.py                  | 101   | 2    | 0    | No   | 0.3429
__init__                     | ZStandardDecoder   | httpx/_decoders.py                  | 170   | 2    | 0    | No   | 0.3429
decode                       | MultiDecoder       | httpx/_decoders.py                  | 216   | 2    | 0    | No   | 0.3429
flush                        | MultiDecoder       | httpx/_decoders.py                  | 221   | 2    | 0    | No   | 0.3429
copy_with                    | ParseResult        | httpx/_urlparse.py                  | 186   | 2    | 0    | No   | 0.3429
__eq__                       | URL                | httpx/_urls.py                      | 371   | 2    | 0    | No   | 0.3429
__repr__                     | URL                | httpx/_urls.py                      | 377   | 2    | 0    | No   | 0.3429
__eq__                       | QueryParams        | httpx/_urls.py                      | 618   | 2    | 0    | No   | 0.3429
__eq__                       | URLPattern         | httpx/_utils.py                     | 225   | 2    | 0    | No   | 0.3429
is_ipv4_hostname             | None               | httpx/_utils.py                     | 229   | 2    | 0    | No   | 0.3429
is_ipv6_hostname             | None               | httpx/_utils.py                     | 237   | 2    | 0    | No   | 0.3429
request                      | HTTPError          | httpx/_exceptions.py                | 97    | 2    | 0    | No   | 0.3429
__repr__                     | Timeout            | httpx/_config.py                    | 149   | 2    | 0    | No   | 0.3429
render_headers               | DataField          | httpx/_multipart.py                 | 90    | 2    | 0    | No   | 0.3429
render_data                  | DataField          | httpx/_multipart.py                 | 99    | 2    | 0    | No   | 0.3429
__init__                     | MultipartStream    | httpx/_multipart.py                 | 229   | 2    | 0    | No   | 0.3429
iter_chunks                  | MultipartStream    | httpx/_multipart.py                 | 258   | 2    | 0    | No   | 0.3429
get_headers                  | MultipartStream    | httpx/_multipart.py                 | 287   | 2    | 0    | No   | 0.3429
__iter__                     | MultipartStream    | httpx/_multipart.py                 | 294   | 2    | 0    | No   | 0.3429
__aiter__                    | MultipartStream    | httpx/_multipart.py                 | 298   | 2    | 0    | No   | 0.3429
get_reason_phrase            | codes              | httpx/_status_codes.py              | 39    | 2    | 0    | No   | 0.3429
handle_async_request         | MockTransport      | httpx/_transports/mock.py           | 29    | 2    | 0    | No   | 0.3429
close                        | WSGIByteStream     | httpx/_transports/wsgi.py           | 39    | 2    | 0    | No   | 0.3429
create_event                 | None               | httpx/_transports/asgi.py           | 44    | 2    | 0    | No   | 0.3429
close                        | ResponseStream     | httpx/_transports/default.py        | 130   | 2    | 0    | No   | 0.3429
aclose                       | AsyncResponseSt... | httpx/_transports/default.py        | 274   | 2    | 0    | No   | 0.3429
_parse_content_type_charset  | None               | httpx/_models.py                    | 85    | 1    | 0    | No   | 0.3333
encoding                     | Headers            | httpx/_models.py                    | 192   | 1    | 0    | No   | 0.3333
keys                         | Headers            | httpx/_models.py                    | 202   | 1    | 0    | No   | 0.3333
copy                         | Headers            | httpx/_models.py                    | 281   | 1    | 0    | No   | 0.3333
__contains__                 | Headers            | httpx/_models.py                    | 346   | 1    | 0    | No   | 0.3333
__iter__                     | Headers            | httpx/_models.py                    | 350   | 1    | 0    | No   | 0.3333
__len__                      | Headers            | httpx/_models.py                    | 353   | 1    | 0    | No   | 0.3333
__repr__                     | Request            | httpx/_models.py                    | 496   | 1    | 0    | No   | 0.3333
__getstate__                 | Request            | httpx/_models.py                    | 501   | 1    | 0    | No   | 0.3333
elapsed                      | Response           | httpx/_models.py                    | 592   | 1    | 0    | No   | 0.3333
num_bytes_downloaded         | Response           | httpx/_models.py                    | 856   | 1    | 0    | No   | 0.3333
__getstate__                 | Response           | httpx/_models.py                    | 862   | 1    | 0    | No   | 0.3333
__setitem__                  | Cookies            | httpx/_models.py                    | 1210  | 1    | 0    | No   | 0.3333
__delitem__                  | Cookies            | httpx/_models.py                    | 1219  | 1    | 0    | No   | 0.3333
__len__                      | Cookies            | httpx/_models.py                    | 1222  | 1    | 0    | No   | 0.3333
__iter__                     | Cookies            | httpx/_models.py                    | 1225  | 1    | 0    | No   | 0.3333
__repr__                     | Cookies            | httpx/_models.py                    | 1233  | 1    | 0    | No   | 0.3333
add_unredirected_header      | _CookieCompatRe... | httpx/_models.py                    | 1257  | 1    | 0    | No   | 0.3333
__init__                     | BoundSyncStream    | httpx/_client.py                    | 145   | 1    | 0    | No   | 0.3333
close                        | BoundSyncStream    | httpx/_client.py                    | 156   | 1    | 0    | No   | 0.3333
__init__                     | BoundAsyncStream   | httpx/_client.py                    | 168   | 1    | 0    | No   | 0.3333
aclose                       | BoundAsyncStream   | httpx/_client.py                    | 179   | 1    | 0    | No   | 0.3333
__init__                     | BaseClient         | httpx/_client.py                    | 189   | 1    | 0    | No   | 0.3333
trust_env                    | BaseClient         | httpx/_client.py                    | 231   | 1    | 0    | No   | 0.3333
event_hooks                  | BaseClient         | httpx/_client.py                    | 262   | 1    | 0    | No   | 0.3333
event_hooks                  | BaseClient         | httpx/_client.py                    | 266   | 1    | 0    | No   | 0.3333
base_url                     | BaseClient         | httpx/_client.py                    | 295   | 1    | 0    | No   | 0.3333
headers                      | BaseClient         | httpx/_client.py                    | 306   | 1    | 0    | No   | 0.3333
params                       | BaseClient         | httpx/_client.py                    | 337   | 1    | 0    | No   | 0.3333
decode                       | ContentDecoder     | httpx/_decoders.py                  | 37    | 1    | 0    | No   | 0.3333
flush                        | ContentDecoder     | httpx/_decoders.py                  | 40    | 1    | 0    | No   | 0.3333
decode                       | IdentityDecoder    | httpx/_decoders.py                  | 49    | 1    | 0    | No   | 0.3333
flush                        | IdentityDecoder    | httpx/_decoders.py                  | 52    | 1    | 0    | No   | 0.3333
__init__                     | DeflateDecoder     | httpx/_decoders.py                  | 63    | 1    | 0    | No   | 0.3333
__init__                     | GZipDecoder        | httpx/_decoders.py                  | 92    | 1    | 0    | No   | 0.3333
__init__                     | ByteChunker        | httpx/_decoders.py                  | 233   | 1    | 0    | No   | 0.3333
flush                        | ByteChunker        | httpx/_decoders.py                  | 260   | 1    | 0    | No   | 0.3333
__init__                     | TextChunker        | httpx/_decoders.py                  | 272   | 1    | 0    | No   | 0.3333
flush                        | TextChunker        | httpx/_decoders.py                  | 299   | 1    | 0    | No   | 0.3333
__init__                     | TextDecoder        | httpx/_decoders.py                  | 311   | 1    | 0    | No   | 0.3333
decode                       | TextDecoder        | httpx/_decoders.py                  | 314   | 1    | 0    | No   | 0.3333
flush                        | TextDecoder        | httpx/_decoders.py                  | 317   | 1    | 0    | No   | 0.3333
__init__                     | LineDecoder        | httpx/_decoders.py                  | 329   | 1    | 0    | No   | 0.3333
main                         | None               | httpx/__init__.py                   | 18    | 1    | 0    | No   | 0.3333
authority                    | ParseResult        | httpx/_urlparse.py                  | 168   | 1    | 0    | No   | 0.3333
netloc                       | ParseResult        | httpx/_urlparse.py                  | 178   | 1    | 0    | No   | 0.3333
__str__                      | ParseResult        | httpx/_urlparse.py                  | 200   | 1    | 0    | No   | 0.3333
PERCENT                      | None               | httpx/_urlparse.py                  | 478   | 1    | 0    | No   | 0.3333
__init__                     | FunctionAuth       | httpx/_auth.py                      | 119   | 1    | 0    | No   | 0.3333
__init__                     | BasicAuth          | httpx/_auth.py                      | 132   | 1    | 0    | No   | 0.3333
auth_flow                    | BasicAuth          | httpx/_auth.py                      | 135   | 1    | 0    | No   | 0.3333
_build_auth_header           | BasicAuth          | httpx/_auth.py                      | 139   | 1    | 0    | No   | 0.3333
__init__                     | NetRCAuth          | httpx/_auth.py                      | 150   | 1    | 0    | No   | 0.3333
_build_auth_header           | NetRCAuth          | httpx/_auth.py                      | 169   | 1    | 0    | No   | 0.3333
__init__                     | DigestAuth         | httpx/_auth.py                      | 187   | 1    | 0    | No   | 0.3333
digest                       | DigestAuth         | httpx/_auth.py                      | 260   | 1    | 0    | No   | 0.3333
_get_client_nonce            | DigestAuth         | httpx/_auth.py                      | 303   | 1    | 0    | No   | 0.3333
__init__                     | ByteStream         | httpx/_content.py                   | 32    | 1    | 0    | No   | 0.3333
__init__                     | IteratorByteStream | httpx/_content.py                   | 45    | 1    | 0    | No   | 0.3333
__init__                     | AsyncIteratorBy... | httpx/_content.py                   | 70    | 1    | 0    | No   | 0.3333
__iter__                     | UnattachedStream   | httpx/_content.py                   | 99    | 1    | 0    | No   | 0.3333
__aiter__                    | UnattachedStream   | httpx/_content.py                   | 102   | 1    | 0    | No   | 0.3333
encode_multipart_data        | None               | httpx/_content.py                   | 152   | 1    | 0    | No   | 0.3333
encode_text                  | None               | httpx/_content.py                   | 160   | 1    | 0    | No   | 0.3333
encode_html                  | None               | httpx/_content.py                   | 168   | 1    | 0    | No   | 0.3333
copy_set_param               | URL                | httpx/_urls.py                      | 342   | 1    | 0    | No   | 0.3333
copy_add_param               | URL                | httpx/_urls.py                      | 345   | 1    | 0    | No   | 0.3333
copy_remove_param            | URL                | httpx/_urls.py                      | 348   | 1    | 0    | No   | 0.3333
copy_merge_params            | URL                | httpx/_urls.py                      | 351   | 1    | 0    | No   | 0.3333
__hash__                     | URL                | httpx/_urls.py                      | 368   | 1    | 0    | No   | 0.3333
__str__                      | URL                | httpx/_urls.py                      | 374   | 1    | 0    | No   | 0.3333
raw                          | URL                | httpx/_urls.py                      | 404   | 1    | 0    | No   | 0.3333
__getitem__                  | QueryParams        | httpx/_urls.py                      | 600   | 1    | 0    | No   | 0.3333
__contains__                 | QueryParams        | httpx/_urls.py                      | 603   | 1    | 0    | No   | 0.3333
__iter__                     | QueryParams        | httpx/_urls.py                      | 606   | 1    | 0    | No   | 0.3333
__len__                      | QueryParams        | httpx/_urls.py                      | 609   | 1    | 0    | No   | 0.3333
__bool__                     | QueryParams        | httpx/_urls.py                      | 612   | 1    | 0    | No   | 0.3333
__hash__                     | QueryParams        | httpx/_urls.py                      | 615   | 1    | 0    | No   | 0.3333
__str__                      | QueryParams        | httpx/_urls.py                      | 623   | 1    | 0    | No   | 0.3333
__repr__                     | QueryParams        | httpx/_urls.py                      | 626   | 1    | 0    | No   | 0.3333
update                       | QueryParams        | httpx/_urls.py                      | 631   | 1    | 0    | No   | 0.3333
__setitem__                  | QueryParams        | httpx/_urls.py                      | 637   | 1    | 0    | No   | 0.3333
to_bytes                     | None               | httpx/_utils.py                     | 79    | 1    | 0    | No   | 0.3333
to_str                       | None               | httpx/_utils.py                     | 83    | 1    | 0    | No   | 0.3333
to_bytes_or_str              | None               | httpx/_utils.py                     | 87    | 1    | 0    | No   | 0.3333
unquote                      | None               | httpx/_utils.py                     | 91    | 1    | 0    | No   | 0.3333
__hash__                     | URLPattern         | httpx/_utils.py                     | 219   | 1    | 0    | No   | 0.3333
__lt__                       | URLPattern         | httpx/_utils.py                     | 222   | 1    | 0    | No   | 0.3333
__init__                     | HTTPError          | httpx/_exceptions.py                | 92    | 1    | 0    | No   | 0.3333
request                      | HTTPError          | httpx/_exceptions.py                | 103   | 1    | 0    | No   | 0.3333
__init__                     | RequestError       | httpx/_exceptions.py                | 112   | 1    | 0    | No   | 0.3333
__init__                     | HTTPStatusError    | httpx/_exceptions.py                | 265   | 1    | 0    | No   | 0.3333
__init__                     | InvalidURL         | httpx/_exceptions.py                | 276   | 1    | 0    | No   | 0.3333
__init__                     | CookieConflict     | httpx/_exceptions.py                | 287   | 1    | 0    | No   | 0.3333
__init__                     | StreamError        | httpx/_exceptions.py                | 305   | 1    | 0    | No   | 0.3333
__init__                     | StreamConsumed     | httpx/_exceptions.py                | 315   | 1    | 0    | No   | 0.3333
__init__                     | StreamClosed       | httpx/_exceptions.py                | 333   | 1    | 0    | No   | 0.3333
__init__                     | ResponseNotRead    | httpx/_exceptions.py                | 343   | 1    | 0    | No   | 0.3333
__init__                     | RequestNotRead     | httpx/_exceptions.py                | 356   | 1    | 0    | No   | 0.3333
print_help                   | None               | httpx/_main.py                      | 26    | 1    | 0    | No   | 0.3333
format_request_headers       | None               | httpx/_main.py                      | 116   | 1    | 0    | No   | 0.3333
format_response_headers      | None               | httpx/_main.py                      | 129   | 1    | 0    | No   | 0.3333
print_request_headers        | None               | httpx/_main.py                      | 147   | 1    | 0    | No   | 0.3333
print_response_headers       | None               | httpx/_main.py                      | 156   | 1    | 0    | No   | 0.3333
as_dict                      | Timeout            | httpx/_config.py                    | 132   | 1    | 0    | No   | 0.3333
__init__                     | Limits             | httpx/_config.py                    | 173   | 1    | 0    | No   | 0.3333
__repr__                     | Limits             | httpx/_config.py                    | 192   | 1    | 0    | No   | 0.3333
__repr__                     | Proxy              | httpx/_config.py                    | 235   | 1    | 0    | No   | 0.3333
replacer                     | None               | httpx/_multipart.py                 | 38    | 1    | 0    | No   | 0.3333
get_length                   | DataField          | httpx/_multipart.py                 | 105   | 1    | 0    | No   | 0.3333
render                       | DataField          | httpx/_multipart.py                 | 110   | 1    | 0    | No   | 0.3333
render                       | FileField          | httpx/_multipart.py                 | 219   | 1    | 0    | No   | 0.3333
__new__                      | codes              | httpx/_status_codes.py              | 28    | 1    | 0    | No   | 0.3333
__str__                      | codes              | httpx/_status_codes.py              | 35    | 1    | 0    | No   | 0.3333
__iter__                     | SyncByteStream     | httpx/_types.py                     | 93    | 1    | 0    | No   | 0.3333
__aiter__                    | AsyncByteStream    | httpx/_types.py                     | 107   | 1    | 0    | No   | 0.3333
aclose                       | AsyncByteStream    | httpx/_types.py                     | 113   | 1    | 0    | No   | 0.3333
__init__                     | MockTransport      | httpx/_transports/mock.py           | 16    | 1    | 0    | No   | 0.3333
__enter__                    | BaseTransport      | httpx/_transports/base.py           | 15    | 1    | 0    | No   | 0.3333
__exit__                     | BaseTransport      | httpx/_transports/base.py           | 18    | 1    | 0    | No   | 0.3333
close                        | BaseTransport      | httpx/_transports/base.py           | 61    | 1    | 0    | No   | 0.3333
__aenter__                   | AsyncBaseTransport | httpx/_transports/base.py           | 66    | 1    | 0    | No   | 0.3333
__aexit__                    | AsyncBaseTransport | httpx/_transports/base.py           | 69    | 1    | 0    | No   | 0.3333
handle_async_request         | AsyncBaseTransport | httpx/_transports/base.py           | 77    | 1    | 0    | No   | 0.3333
aclose                       | AsyncBaseTransport | httpx/_transports/base.py           | 85    | 1    | 0    | No   | 0.3333
__init__                     | WSGIByteStream     | httpx/_transports/wsgi.py           | 31    | 1    | 0    | No   | 0.3333
__init__                     | WSGITransport      | httpx/_transports/wsgi.py           | 77    | 1    | 0    | No   | 0.3333
start_response               | WSGITransport      | httpx/_transports/wsgi.py           | 123   | 1    | 0    | No   | 0.3333
__init__                     | ASGIResponseStream | httpx/_transports/asgi.py           | 56    | 1    | 0    | No   | 0.3333
__init__                     | ASGITransport      | httpx/_transports/asgi.py           | 87    | 1    | 0    | No   | 0.3333
_load_httpcore_exceptions    | None               | httpx/_transports/default.py        | 74    | 1    | 0    | No   | 0.3333
__init__                     | ResponseStream     | httpx/_transports/default.py        | 122   | 1    | 0    | No   | 0.3333
__enter__                    | HTTPTransport      | httpx/_transports/default.py        | 217   | 1    | 0    | No   | 0.3333
__exit__                     | HTTPTransport      | httpx/_transports/default.py        | 221   | 1    | 0    | No   | 0.3333
__init__                     | AsyncResponseSt... | httpx/_transports/default.py        | 266   | 1    | 0    | No   | 0.3333
__aenter__                   | AsyncHTTPTransport | httpx/_transports/default.py        | 361   | 1    | 0    | No   | 0.3333
__aexit__                    | AsyncHTTPTransport | httpx/_transports/default.py        | 365   | 1    | 0    | No   | 0.3333
_redirect_url                | BaseClient         | httpx/_client.py                    | 517   | 7    | 2    | Yes  | 0.3213
_send_single_request         | Client             | httpx/_client.py                    | 1001  | 2    | 2    | Yes  | 0.2737
get_environment_proxies      | None               | httpx/_utils.py                     | 30    | 10   | 1    | Yes  | 0.2524
validate_path                | None               | httpx/_urlparse.py                  | 422   | 8    | 1    | Yes  | 0.2333
main                         | None               | httpx/_main.py                      | 452   | 8    | 1    | Yes  | 0.2333
